descripcion;enlace;precio;titulo;valoracion
With a career, a boyfriend, and a loving family, Piper Kerman barely resembles the reckless young woman who delivered a suitcase of drug money ten years before. But that past has caught up with her. Convicted and sentenced to fifteen months at the infamous federal correctional facility in Danbury, Connecticut, the well-heeled Smith College alumna is now inmate #11187â424 â With a career, a boyfriend, and a loving family, Piper Kerman barely resembles the reckless young woman who delivered a suitcase of drug money ten years before. But that past has caught up with her. Convicted and sentenced to fifteen months at the infamous federal correctional facility in Danbury, Connecticut, the well-heeled Smith College alumna is now inmate #11187â424 â one of the millions of people who disappear âdown the rabbit holeâ of the American penal system. From her first strip search to her final release, Kerman learns to navigate this strange world with its strictly enforced codes of behavior and arbitrary rules. She meets women from all walks of life, who surprise her with small tokens of generosity, hard words of wisdom, and simple acts of acceptance. Heartbreaking, hilarious, and at times enraging, Kermanâs story offers a rare look into the lives of women in prisonâwhy it is we lock so many away and what happens to them when theyâre there. ...more;http://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html;24.61;Orange Is the New Black;2
"Pestered by her close New Jersey family, Stephanie Plum offers to catch high-school crush Joe Morelli, cop turned bail jumper, for her cousin Vinnie's company. She questions ""working girls"" to find the missing girlfriend of vicious prizefighter Benito Ramirez while Joe secretly watches her back. Ranger mentors her and supplies vehicles when hers explode.";http://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html;32.87;One for the Money (Stephanie Plum #1);2
"""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson - bestselling author of The Mother Tongue and Made in America-decided to return to the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been a ""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson - bestselling author of The Mother Tongue and Made in America-decided to return to the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another,so it was clear that my people needed me."") But before departing, he set out on a grand farewell tour of the green and kindly island that had so long been his home.Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespeare, Twiggie Winkie's Farm, and places with names like Farleigh Wallop and Titsey. The result is an uproarious social commentary that conveys the true glory of Britain, from the satiric pen of an unapologetic Anglophile. ...more";http://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html;40.17;Notes from a Small Island (Notes From a Small Island #1);1
Night is a work by Elie Wiesel about his experience with his father in the Nazi German concentration camps at Auschwitz and Buchenwald in 1944â1945, at the height of the Holocaust and toward the end of the Second World War. In just over 100 pages of sparse and fragmented narrative, Wiesel writes about the death of God and his own increasing disgust with humanity, reflected Night is a work by Elie Wiesel about his experience with his father in the Nazi German concentration camps at Auschwitz and Buchenwald in 1944â1945, at the height of the Holocaust and toward the end of the Second World War. In just over 100 pages of sparse and fragmented narrative, Wiesel writes about the death of God and his own increasing disgust with humanity, reflected in the inversion of the fatherâchild relationship as his father declines to a helpless state and Wiesel becomes his resentful teenage caregiver.Penetrating and powerful, as personal as The Diary Of Anne Frank, Night awakens the shocking memory of evil at its absolute and carries with it the unforgettable message that this horror must never be allowed to happen again. ...more;http://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html;13.51;Night (The Night Trilogy #1);1
Bill Bryson's first travel book, The Lost Continent, was unanimously acclaimed as one of the funniest books in years. In Neither Here nor There he brings his unique brand of humour to bear on Europe as he shoulders his backpack, keeps a tight hold on his wallet, and journeys from Hammerfest, the northernmost town on the continent, to Istanbul on the cusp of Asia. Fluent in Bill Bryson's first travel book, The Lost Continent, was unanimously acclaimed as one of the funniest books in years. In Neither Here nor There he brings his unique brand of humour to bear on Europe as he shoulders his backpack, keeps a tight hold on his wallet, and journeys from Hammerfest, the northernmost town on the continent, to Istanbul on the cusp of Asia. Fluent in, oh, at least one language, he retraces his travels as a student twenty years before.Whether braving the homicidal motorist of Paris, being robbed by gypsies in Florence, attempting not to order tripe and eyeballs in a German restaurant, window-shopping in the sex shops of the Reeperbahn or disputing his hotel bill in Copenhagen, Bryson takes in the sights, dissects the culture and illuminates each place and person with his hilariously caustic observations. He even goes to Liechtenstein. ...more;http://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html;38.95;Neither Here nor There: Travels in Europe;3
"Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldviewâa sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldviewâa sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, without doubt one of the freshest in American writing. ...more";http://books.toscrape.com/catalogue/naked_197/index.html;31.69;Naked;3
Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society's mightiest warriors, climbed the ranks, and Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society's mightiest warriors, climbed the ranks, and waited patiently to unleash the revolution that will tear the hierarchy apart from within.Finally, the time has come.But devotion to honor and hunger for vengeance run deep on both sides. Darrow and his comrades-in-arms face powerful enemies without scruple or mercy. Among them are some Darrow once considered friends. To win, Darrow will need to inspire those shackled in darkness to break their chains, unmake the world their cruel masters have built, and claim a destiny too long denied - and too glorious to surrender. ...more;http://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html;29.40;Morning Star (Red Rising #3);1
In a remarkable true story of faith and blessings, a mother tells of her sickly young daughter, how she survived a dangerous accident, her visit to Heaven and the inexplicable disappearance of the symptoms of her chronic disease.Annabel Beam spent most of her childhood in and out of hospitals with a rare and incurable digestive disorder that prevented her from ever living In a remarkable true story of faith and blessings, a mother tells of her sickly young daughter, how she survived a dangerous accident, her visit to Heaven and the inexplicable disappearance of the symptoms of her chronic disease.Annabel Beam spent most of her childhood in and out of hospitals with a rare and incurable digestive disorder that prevented her from ever living a normal, healthy life. One sunny day when she was able to go outside and play with her sisters, she fell three stories headfirst inside an old, hollowed-out tree, a fall that may well have caused death or paralysis. Implausibly, she survived without a scratch. While unconscious inside the tree, with rescue workers struggling to get to her, she visited heaven. After being released from the hospital, she defied science and was inexplicably cured of her chronic ailment. MIRACLES FROM HEAVEN will change how we look at the world around us and reinforce our belief in God and the afterlife. ...more;http://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html;57.83;Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing;1
Probationary Constable Peter Grant dreams of being a detective in London's Metropolitan Police. Too bad his superior plans to assign him to the Case Progression Unit, where the biggest threat he'll face is a paper cut. But Peter's prospects change in the aftermath of a puzzling murder, when he gains exclusive information from an eyewitness who happens to be a ghost. Peter' Probationary Constable Peter Grant dreams of being a detective in London's Metropolitan Police. Too bad his superior plans to assign him to the Case Progression Unit, where the biggest threat he'll face is a paper cut. But Peter's prospects change in the aftermath of a puzzling murder, when he gains exclusive information from an eyewitness who happens to be a ghost. Peter's ability to speak with the lingering dead brings him to the attention of Detective Chief Inspector Thomas Nightingale, who investigates crimes involving magic and other manifestations of the uncanny. Now, as a wave of brutal and bizarre murders engulfs the city, Peter is plunged into a world where gods and goddesses mingle with mortals and long-dead evil is making a comeback on a rising tide of magic. ...more;http://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html;55.46;Midnight Riot (Peter Grant/ Rivers of London - books #1);2
"David Sedaris' move to Paris from New York inspired these hilarious pieces, including the title essay, about his attempts to learn French from a sadistic teacher who declares that ""every day spent with you is like having a caesarean section"". His family is another inspiration. You Can't Kill the Rooster is a portrait of his brother, who talks incessant hip-hop slang to his David Sedaris' move to Paris from New York inspired these hilarious pieces, including the title essay, about his attempts to learn French from a sadistic teacher who declares that ""every day spent with you is like having a caesarean section"". His family is another inspiration. You Can't Kill the Rooster is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails. ...more";http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html;57.60;Me Talk Pretty One Day;2
"The latest novel from the #1 internationally best-selling author of The Alchemist.There is nothing wrong with anxiety.Although we cannot control God's time, it is part of the human condition to want to receive the thing we are waiting for as quickly as possible.Or to drive away whatever is causing our fear....Anxiety was born in the very same moment as mankind. And since w The latest novel from the #1 internationally best-selling author of The Alchemist.There is nothing wrong with anxiety.Although we cannot control God's time, it is part of the human condition to want to receive the thing we are waiting for as quickly as possible.Or to drive away whatever is causing our fear....Anxiety was born in the very same moment as mankind. And since we will never be able to master it, we will have to learn to live with it-just as we have learned to live with storms.* * *July 14, 1099. Jerusalem awaits the invasion of the crusaders who have surrounded the city's gates. There, inside the ancient city's walls, men and women of every age and every faith have gathered to hear the wise words of a mysterious man known only as the Copt. He has summoned the townspeople to address their fears with truth:""Tomorrow, harmony will become discord. Joy will be replaced by grief. Peace will give way to war.... None of us can know what tomorrow will hold, because each day has its good and its bad moments. So, when you ask your questions, forget about the troops outside and the fear inside. Our task is not to leave a record of what happened on this date for those who will inherit the Earth; history will take care of that. Therefore, we will speak about our daily lives, about the difficulties we have had to face.""The people begin with questions about defeat, struggle, and the nature of their enemies; they contemplate the will to change and the virtues of loyalty and solitude; and they ultimately turn to questions of beauty, love, wisdom, sex, elegance, and what the future holds. ""What is success?"" poses the Copt. ""It is being able to go to bed each night with your soul at peace.""* * *Now, these many centuries later, the wise man's answers are a record of the human values that have endured throughout time. And, in Paulo Coelho's hands, The Manuscript Found in Accra reveals that who we are, what we fear, and what we hope for the future come from the knowledge and belief that can be found within us, and not from the adversity that surrounds us. ...more";http://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html;34.98;Manuscript Found in Accra;2
First came Running with Scissors. Then came Dry. Now, there's Lust & Wonder.In chronicling the development and demise of the different relationships he's had while living in New York, Augusten Burroughs examines what it means to be in love, what it means to be in lust, and what it means to be figuring it all out. With Augusten's unique and singular observations and his First came Running with Scissors. Then came Dry. Now, there's Lust & Wonder.In chronicling the development and demise of the different relationships he's had while living in New York, Augusten Burroughs examines what it means to be in love, what it means to be in lust, and what it means to be figuring it all out. With Augusten's unique and singular observations and his own unabashed way of detailing both the horrific and the humorous, Lust and Wonder is an intimate and honest memoir that his legions of fans have been waiting for. ...more;http://books.toscrape.com/catalogue/lust-wonder_191/index.html;11.87;Lust & Wonder;2
Marilynne Robinson, one of the greatest novelists of our time, returns to the town of Gilead in an unforgettable story of a girlhood lived on the fringes of society in fear, awe, and wonder.Lila, homeless and alone after years of roaming the countryside, steps inside a small-town Iowa churchâthe only available shelter from the rainâand ignites a romance and a debate that w Marilynne Robinson, one of the greatest novelists of our time, returns to the town of Gilead in an unforgettable story of a girlhood lived on the fringes of society in fear, awe, and wonder.Lila, homeless and alone after years of roaming the countryside, steps inside a small-town Iowa churchâthe only available shelter from the rainâand ignites a romance and a debate that will reshape her life. She becomes the wife of a minister, John Ames, and begins a new existence while trying to make sense of the days of suffering that preceded her newfound security.Neglected as a toddler, Lila was rescued by Doll, a canny young drifter, and brought up by her in a hardscrabble childhood. Together they crafted a life on the run, living hand-to-mouth with nothing but their sisterly bond and a ragged blade to protect them. But despite bouts of petty violence and moments of desperation, their shared life is laced with moments of joy and love. When Lila arrives in Gilead, she struggles to harmonize the life of her makeshift family and their days of hardship with the gentle Christian worldview of her husband that paradoxically judges those she loves.Revisiting the beloved characters and setting of Marilynne Robinsonâs Pulitzer Prize-winning Gilead and Home, a National Book Award Finalist, Lila is a moving expression of the mysteries of existence that is destined to become an American classic. ...more;http://books.toscrape.com/catalogue/lila-gilead-3_190/index.html;12.47;Lila (Gilead #3);3
